days,hours
330.0,22.984280588244182
331.0,23.620614005894893
332.0,23.837885576974376
333.0,24.0
334.0,23.89507275122508
335.0,24.0
336.0,23.070120941275263
337.0,22.912175380296063
338.0,24.0
339.0,22.216702135066832
340.0,23.86231341823804
341.0,24.0
342.0,23.704606710358718
343.0,23.579846021113546
344.0,22.711920144945406
345.0,22.999001684566064
346.0,24.0
347.0,23.926851543025016
348.0,23.17025260260855
349.0,24.0
350.0,24.0
351.0,23.295486794323587
352.0,23.81344784681949
353.0,24.0
354.0,22.741480580833095
355.0,24.0
356.0,24.0
357.0,23.41827442132933
358.0,23.15977119736828
359.0,24.0
360.0,24.0
361.0,24.0
362.0,22.437229291852113
363.0,23.73125250239805
364.0,23.184940318539915
365.0,23.285902722558845
366.0,23.714167198736014
367.0,24.0
368.0,24.0
369.0,24.0
370.0,23.430470802827966
371.0,24.0
372.0,24.0
373.0,24.0
374.0,23.12749583489331
375.0,24.0
376.0,24.0
377.0,23.012240139986705
378.0,24.0
379.0,23.471673381276144
380.0,23.100109849171858
381.0,23.257394406885876
382.0,24.0
383.0,24.0
384.0,24.0
385.0,24.0
386.0,24.0
387.0,23.564496921509544
388.0,24.0
389.0,24.0
390.0,24.0
391.0,22.90803926793259
392.0,23.591309504607484
393.0,24.0
394.0,24.0
395.0,22.52663320677101
396.0,22.70355068339531
397.0,23.431377537809826
398.0,24.0
399.0,24.0
400.0,24.0
401.0,23.812359061168067
402.0,24.0
403.0,24.0
404.0,24.0
405.0,22.46491050316084
406.0,24.0
407.0,23.602719904479116
408.0,24.0
409.0,22.293754833975232
410.0,22.741906939234525
411.0,24.0
412.0,24.0
413.0,24.0
414.0,23.451825915887266
415.0,24.0
416.0,24.0
417.0,23.10924384916141
418.0,24.0
419.0,24.0
420.0,22.606056043820164
421.0,24.0
422.0,23.542312630249448
423.0,21.65539256147606
424.0,22.29891580092027
425.0,23.94026564831022
426.0,23.624269900041096
427.0,23.461191058568165
428.0,23.567367821020934
429.0,23.851940145599833
430.0,23.839041118002793
431.0,24.0
432.0,24.0
433.0,24.0
434.0,24.0
435.0,23.98003855225515
436.0,23.335583203923157
437.0,23.63704907200305
438.0,22.648625400949726
439.0,23.166412772896003
440.0,23.519033428405756
441.0,23.612038287668554
442.0,23.14414535970968
443.0,24.0
444.0,23.26509322606998
445.0,24.0
446.0,23.60066157545285
447.0,24.0
448.0,24.0
449.0,24.0
450.0,23.927187658347975
451.0,24.0
452.0,24.0
453.0,21.184260199917148
454.0,22.945013180577014
455.0,23.57442022164917
456.0,23.173861372235994
457.0,24.0
458.0,24.0
459.0,23.596178469696913
460.0,24.0
461.0,22.98670272307507
462.0,24.0
463.0,23.461804189094472
464.0,24.0
465.0,24.0
466.0,22.99073129413972
467.0,24.0
468.0,22.408503841967367
469.0,24.0
470.0,24.0
471.0,24.0
472.0,23.98667913957489
473.0,22.360346744123945
474.0,24.0
475.0,22.725965516216437
476.0,23.674435419740536
477.0,24.0
478.0,23.974502206023214
479.0,24.0
480.0,24.0
481.0,22.88281284182956
482.0,24.0
483.0,22.85363212646635
484.0,23.54378706560516
485.0,24.0
486.0,24.0
487.0,22.421519562252378
488.0,22.997084283139674
489.0,23.324012458713604
490.0,22.479563601414494
491.0,23.984760312563342
492.0,24.0
493.0,23.311501587910584
494.0,22.927332477508696
495.0,24.0
496.0,22.47403805774337
497.0,23.733204626711206
498.0,24.0
499.0,22.673128251593194
500.0,24.0
501.0,24.0
502.0,22.60269093981224
503.0,22.014592258725926
504.0,23.625248304440234
505.0,24.0
506.0,24.0
507.0,24.0
508.0,24.0
509.0,24.0
510.0,24.0
511.0,24.0
512.0,24.0
513.0,23.434539994536348
514.0,23.122861707016725
515.0,24.0
516.0,24.0
517.0,24.0
518.0,21.943628639066095
519.0,23.317811266703814
520.0,23.81824650637476
521.0,23.60256249590661
522.0,24.0
523.0,23.179489253902545
524.0,21.575124428475636
525.0,24.0
526.0,23.940352637833406
527.0,23.766731536117266
528.0,24.0
529.0,24.0
530.0,24.0
531.0,24.0
532.0,23.95072505505688
533.0,23.643156929017618
534.0,23.842974742066566
535.0,24.0
536.0,24.0
537.0,24.0
538.0,24.0
539.0,23.972886818073107
540.0,24.0
541.0,22.26445109308542
542.0,24.0
543.0,23.25161864570757
544.0,23.10800070126248
545.0,23.89651501827466
546.0,24.0
547.0,24.0
548.0,24.0
549.0,21.49050372182138
550.0,22.86958471636927
551.0,23.742430082706647
552.0,23.409304169445498
553.0,22.900954705351293
554.0,24.0
555.0,24.0
556.0,24.0
557.0,24.0
558.0,24.0
559.0,23.832230242597657
560.0,22.392297161368283
561.0,24.0
562.0,23.849221744811658
563.0,22.233497853044177
564.0,24.0
565.0,24.0
566.0,24.0
567.0,23.335626509970403
568.0,24.0
569.0,22.332597656859697
570.0,24.0
571.0,22.31362084285419
572.0,24.0
573.0,24.0
574.0,23.98377590525564
575.0,23.050863196239337
576.0,22.67249312339343
577.0,22.633823240117415
578.0,22.844436650175357
579.0,23.78779066596938
580.0,22.73917864496639
581.0,23.871875360938798
582.0,24.0
583.0,24.0
584.0,23.419646018244507
585.0,24.0
586.0,24.0
587.0,22.455529559472723
588.0,24.0
589.0,22.66617017151021
590.0,22.97937071275749
591.0,22.018402030270188
592.0,23.944290485284753
593.0,23.565283380760633
594.0,24.0
595.0,22.963868470760985
596.0,23.73622785713401
597.0,23.840162909207375
598.0,22.846658493348592
599.0,22.834552245254642
600.0,24.0
601.0,24.0
602.0,24.0
603.0,22.48640062439615
604.0,23.16416043876857
605.0,24.0
606.0,24.0
607.0,24.0
608.0,23.705748300462908
609.0,23.508533344093113
610.0,23.507687925642482
611.0,23.87604375471298
612.0,23.21313527643603
613.0,22.96665756571764
614.0,22.303953774853465
615.0,24.0
616.0,24.0
617.0,24.0
618.0,24.0
619.0,24.0
620.0,23.498279234803192
621.0,22.544050667638526
622.0,24.0
623.0,24.0
624.0,24.0
625.0,23.546236882493496
626.0,24.0
627.0,24.0
628.0,24.0
629.0,23.344199963796864
630.0,23.730216452376613
631.0,24.0
632.0,24.0
633.0,24.0
634.0,23.99712101962452
635.0,22.195588882137667
636.0,22.578058152109264
637.0,23.111933927748805
638.0,24.0
639.0,24.0
640.0,22.928624863116685
641.0,24.0
642.0,24.0
643.0,22.703800172446485
644.0,24.0
645.0,23.70746243017646
646.0,23.003810260483046
647.0,24.0
648.0,23.552621165117625
649.0,23.033134867216653
650.0,24.0
651.0,23.199610087235314
652.0,23.92082531094196
653.0,23.186375670604686
654.0,23.394251323914116
655.0,24.0
656.0,23.20620826518559
657.0,23.369582157140655
658.0,23.733086436363408
659.0,23.143705004776486
660.0,22.66042283104277
661.0,23.076141345467637
662.0,23.60150241446953
663.0,24.0
664.0,24.0
665.0,24.0
666.0,24.0
667.0,23.66663985025519
668.0,22.930049771046413
669.0,22.719688826520024
670.0,23.03820172954641
671.0,24.0
672.0,24.0
673.0,24.0
674.0,23.817997078098468
675.0,22.811007021159114
676.0,22.444388231646602
677.0,23.531912954242344
678.0,22.878698638731947
679.0,24.0
680.0,24.0
681.0,24.0
682.0,24.0
683.0,23.81662859768575
684.0,24.0
685.0,23.722945804009942
686.0,24.0
687.0,23.57268228918383
688.0,24.0
689.0,23.729730413802876
690.0,23.93662668624005
691.0,24.0
692.0,23.873207059770607
693.0,24.0
694.0,24.0
695.0,23.479882344158117
696.0,24.0
697.0,24.0
698.0,22.507368962598882
699.0,24.0
700.0,24.0
701.0,24.0
702.0,24.0
703.0,23.595829969453806
704.0,23.114097728788185
705.0,23.380916775663884
706.0,24.0
707.0,24.0
708.0,22.850571747995627
709.0,23.768307844948758
710.0,24.0
711.0,23.054983032161356
712.0,22.561313793707004
713.0,23.817290305749083
714.0,24.0
715.0,23.945413560234048
716.0,23.93634703492127
717.0,24.0
718.0,22.549758107064008
719.0,23.558939088365285
720.0,23.056263893402114
721.0,20.850051591337674
722.0,23.96214839784893
723.0,24.0
724.0,24.0
725.0,24.0
726.0,24.0
727.0,23.36850707772175
728.0,24.0
729.0,24.0
730.0,24.0
731.0,23.598727340129027
732.0,24.0
733.0,23.65152565359286
734.0,22.364300355209775
735.0,23.59067357294738
736.0,23.33338089016101
737.0,24.0
738.0,22.62910698634533
739.0,24.0
740.0,24.0
741.0,22.104908180235388
742.0,24.0
743.0,24.0
744.0,23.943339660485524
745.0,24.0
746.0,24.0
747.0,22.941156044814893
748.0,23.046218824939512
749.0,24.0
750.0,23.704688634398003
751.0,24.0
752.0,24.0
753.0,23.965051455450382
754.0,23.138018780160426
755.0,24.0
756.0,22.999999788162516
757.0,23.74110392772316
758.0,23.030999030494577
759.0,23.497884498918573
760.0,24.0
761.0,23.703565115712788
762.0,24.0
763.0,24.0
764.0,24.0
765.0,23.19291006696869
766.0,21.42000089783925
767.0,22.808665560477248
768.0,24.0
769.0,24.0
770.0,23.251106794619968
771.0,24.0
772.0,24.0
773.0,23.52472852179567
774.0,22.682875606877637
775.0,24.0
776.0,23.400696874006005
777.0,24.0
778.0,24.0
779.0,24.0
780.0,24.0
781.0,23.738273489461957
782.0,24.0
783.0,24.0
784.0,23.86990594468042
785.0,23.810678967270658
786.0,23.96916839993396
787.0,22.86638274837663
788.0,24.0
789.0,23.663667776682228
790.0,24.0
791.0,23.621407591045486
792.0,24.0
793.0,24.0
794.0,24.0
795.0,23.260112185519063
796.0,23.610715601777596
797.0,24.0
798.0,23.190182854428254
799.0,22.655414660181933
800.0,24.0
801.0,23.36178912628223
802.0,22.78542628796278
803.0,24.0
804.0,22.756298488926813
805.0,24.0
806.0,22.6498906189885
807.0,23.872498916474456
808.0,24.0
809.0,24.0
810.0,23.834735788629438
811.0,23.69767728393093
812.0,22.430032736122065
813.0,22.916883599376945
814.0,22.24650114240469
815.0,23.001749690193968
816.0,24.0
817.0,24.0
818.0,24.0
819.0,24.0
820.0,23.331422269260685
821.0,23.10315955917579
822.0,23.493393190738196
823.0,21.57341778427219
824.0,23.25173238870605
825.0,23.182110485119928
826.0,23.64412349944803
827.0,23.235983713071533
828.0,23.584211994880974
829.0,24.0
830.0,24.0
831.0,24.0
832.0,24.0
833.0,24.0
834.0,21.379651938943585
835.0,23.52560210733528
836.0,24.0
837.0,23.11038425961395
838.0,24.0
839.0,21.864591132260184
840.0,23.52568613806284
841.0,23.545157872738045
842.0,23.649721159612856
843.0,23.668449085430865
844.0,23.89732581329186
845.0,22.647628753764234
846.0,21.90902665602745
847.0,24.0
848.0,24.0
849.0,24.0
850.0,23.820801781141146
851.0,24.0
852.0,23.337854270970702
853.0,23.507518456813965
854.0,24.0
855.0,24.0
856.0,22.57658142222678
857.0,23.05674330352146
858.0,23.91734249353752
859.0,24.0
860.0,24.0
861.0,23.784370098361865
862.0,23.52081390544085
863.0,23.959117834988263
864.0,23.747736014022482
865.0,22.13944887832885
866.0,23.61915774072014
867.0,23.214499803770277
868.0,22.536223035700925
869.0,24.0
870.0,23.500273792152658
871.0,24.0
872.0,23.75147485376736
873.0,23.27752360227038
874.0,23.23251480716713
875.0,24.0
876.0,22.103561387400394
877.0,24.0
878.0,21.83870387512772
879.0,23.417690222637038
880.0,24.0
881.0,23.16028080871751
882.0,22.451816277420324
883.0,23.704601958507716
884.0,23.757839035220808
885.0,23.793570161409235
886.0,24.0
887.0,24.0
888.0,24.0
889.0,23.417272458429633
890.0,24.0
891.0,23.947954153165043
892.0,24.0
893.0,23.294935973057964
894.0,22.04070058205982
895.0,24.0
896.0,24.0
897.0,24.0
898.0,24.0
899.0,24.0
900.0,23.66262835729168
901.0,23.559145641756395
902.0,24.0
903.0,24.0
904.0,23.97183722567671
905.0,21.94134374418227
906.0,22.938482068511146
907.0,22.177629044582183
908.0,24.0
909.0,23.829066060891538
910.0,24.0
911.0,23.29154191150314
912.0,24.0
913.0,23.24765186503898
914.0,23.337210712230476
915.0,23.983542215086075
916.0,24.0
917.0,23.141110355393444
918.0,22.968278873056946
919.0,23.31130541546282
920.0,23.453031229870632
921.0,23.783919219883373
922.0,23.57295073229431
923.0,24.0
924.0,22.463352207587448
925.0,23.32215647543367
926.0,22.003146362208845
927.0,23.329899227222253
928.0,24.0
929.0,24.0
930.0,24.0
931.0,21.909899530348845
932.0,23.70288520857451
933.0,22.96880931898248
934.0,24.0
935.0,24.0
936.0,23.30058283378773
937.0,23.416416882262624
938.0,24.0
939.0,24.0
940.0,22.97669118997758
941.0,22.99065984662502
942.0,24.0
943.0,22.3440544200623
944.0,24.0
945.0,23.264835275061728
946.0,23.0769574557749
947.0,22.89572640573778
948.0,24.0
949.0,23.693876753955674
950.0,24.0
951.0,22.94265800680081
952.0,23.520164877221642
953.0,24.0
954.0,22.079505541138143
955.0,22.40591985515053
956.0,24.0
957.0,22.880361181445956
958.0,24.0
959.0,24.0
960.0,24.0
961.0,23.791446001098933
962.0,24.0
963.0,24.0
964.0,23.786316986324202
965.0,23.530460084998552
966.0,23.295447010712614
967.0,23.017949794166995
968.0,23.109241696073475
969.0,24.0
970.0,23.24774422690639
971.0,24.0
972.0,23.986611713292255
973.0,24.0
974.0,24.0
975.0,23.896164311646125
976.0,24.0
977.0,23.542292650544812
978.0,21.968865101794595
979.0,24.0
980.0,24.0
981.0,24.0
982.0,23.48844749030199
983.0,24.0
984.0,23.503055070853897
985.0,23.148437855696262
986.0,23.502769546713246
987.0,22.707378550869347
988.0,24.0
989.0,24.0
990.0,24.0
991.0,22.626910582571355
992.0,24.0
993.0,23.867640721959667
994.0,24.0
995.0,23.239656946130754
996.0,24.0
997.0,24.0
998.0,24.0
999.0,24.0
1000.0,22.185208208702374
1001.0,24.0
1002.0,24.0
1003.0,22.60450541304524
1004.0,22.67425840870719
1005.0,23.477790149879898
1006.0,23.868074565797226
1007.0,23.411754857178153
1008.0,24.0
1009.0,23.617862511322993
1010.0,24.0
1011.0,22.552644694994477
1012.0,23.877225181333017
1013.0,22.623357690327044
1014.0,24.0
1015.0,24.0
1016.0,23.661801674836706
1017.0,24.0
1018.0,22.454968766349257
1019.0,24.0
1020.0,24.0
1021.0,23.28803328781254
1022.0,23.74719050536824
1023.0,22.679423637536853
1024.0,22.232981625363742
1025.0,24.0
1026.0,23.477557407298278
1027.0,22.097559401209526
1028.0,23.48107742482305
1029.0,22.55246296910685
1030.0,22.072729546110565
1031.0,24.0
1032.0,23.26430987937467
1033.0,22.211292796035924
1034.0,23.37350151745083
1035.0,24.0
1036.0,24.0
1037.0,23.326202807954125
1038.0,24.0
1039.0,24.0
1040.0,24.0
1041.0,23.932029151448464
1042.0,23.43191205119376
1043.0,24.0
1044.0,24.0
1045.0,22.391041869909944
1046.0,22.878123978091427
1047.0,24.0
1048.0,23.490295290555157
1049.0,23.581577717946764
1050.0,22.4747076518113
1051.0,24.0
1052.0,22.441421568262985
1053.0,23.221708143063584
1054.0,23.59517775692403
1055.0,24.0
1056.0,23.938913843196616
1057.0,22.971187790167527
1058.0,24.0
1059.0,23.01333684970242
1060.0,24.0
1061.0,23.671185485412554
1062.0,24.0
1063.0,24.0
1064.0,24.0
1065.0,23.954018952100405
1066.0,24.0
1067.0,24.0
1068.0,22.152803565377425
1069.0,24.0
1070.0,24.0
1071.0,24.0
1072.0,24.0
1073.0,24.0
1074.0,22.788339846526952
1075.0,24.0
1076.0,22.73114404463742
1077.0,24.0
1078.0,24.0
1079.0,23.48685121594752
1080.0,24.0
1081.0,22.672028637838885
1082.0,23.3877664266036
1083.0,22.935065612069824
1084.0,24.0
1085.0,23.651639140322526
1086.0,21.658814912771376
1087.0,23.30493816624878
1088.0,24.0
1089.0,22.74047031192276
1090.0,23.307469537025305
1091.0,24.0
1092.0,24.0
1093.0,24.0
1094.0,22.722967404215048
1095.0,24.0
1096.0,24.0
1097.0,23.10807000101493
1098.0,23.16878478780177
1099.0,23.539838335655695
1100.0,23.781615506215918
1101.0,24.0
1102.0,24.0
1103.0,24.0
1104.0,23.995185963250776
1105.0,23.551592401415466
1106.0,24.0
1107.0,24.0
1108.0,23.24049814427303
1109.0,23.131252664922528
1110.0,24.0
1111.0,22.16808173431463
1112.0,24.0
1113.0,23.074105887184103
1114.0,23.780727682715042
1115.0,22.925893891905474
1116.0,22.943672706617555
1117.0,21.607720895325304
1118.0,24.0
1119.0,24.0
1120.0,23.825841732555265
1121.0,24.0
1122.0,24.0
1123.0,22.215748356412657
1124.0,24.0
1125.0,22.567837774505936
1126.0,23.859465387774993
1127.0,24.0
1128.0,21.812501036065242
1129.0,23.328760903992322
1130.0,24.0
1131.0,23.343949808145865
1132.0,24.0
1133.0,24.0
1134.0,22.91537771932362
1135.0,24.0
1136.0,23.75230310092753
1137.0,24.0
1138.0,24.0
1139.0,24.0
1140.0,22.5065622542291
1141.0,22.7853504736359
1142.0,23.29638258079253
1143.0,23.01680510393423
1144.0,24.0
1145.0,23.361669301023554
1146.0,23.72169399441306
1147.0,24.0
1148.0,22.837054295947325
1149.0,22.77428286349288
1150.0,24.0
1151.0,24.0
1152.0,22.530002598557605
1153.0,23.659606060457644
1154.0,24.0
1155.0,24.0
1156.0,23.510889301587792
1157.0,24.0
1158.0,24.0
1159.0,23.831631862472594
1160.0,24.0
1161.0,24.0
1162.0,22.666903347255236
1163.0,24.0
1164.0,24.0
1165.0,22.716100004364364
1166.0,24.0
1167.0,24.0
1168.0,24.0
1169.0,24.0
1170.0,21.47013176697658
1171.0,23.681227096231503
1172.0,23.063358203399293
1173.0,23.78789810141654
1174.0,24.0
1175.0,24.0
1176.0,24.0
1177.0,23.864790688381845
1178.0,24.0
1179.0,24.0
1180.0,22.12337389005076
1181.0,24.0
1182.0,24.0
1183.0,24.0
1184.0,22.695008636890577
1185.0,21.976278888302915
1186.0,23.06640043943745
1187.0,24.0
1188.0,23.401777117796932
1189.0,22.980028062128838
1190.0,24.0
1191.0,24.0
1192.0,23.5512933781185
1193.0,24.0
1194.0,24.0
1195.0,23.889486345261012
1196.0,24.0
1197.0,22.553312098520756
1198.0,23.081368500081517
1199.0,23.735827852665043
1200.0,23.73719653876816
1201.0,22.09844294657918
1202.0,23.29072491099021
1203.0,24.0
1204.0,24.0
1205.0,24.0
1206.0,23.712331798012144
1207.0,23.050314546813823
1208.0,24.0
1209.0,22.73850975213681
1210.0,24.0
1211.0,23.831200879919713
1212.0,23.388838232796637
1213.0,23.571055652857897
1214.0,23.344734577636554
1215.0,23.806949074467244
1216.0,23.881184094566756
1217.0,24.0
1218.0,22.928412126203856
1219.0,22.722467359437857
1220.0,23.650750920460847
1221.0,24.0
1222.0,22.337842530340208
1223.0,24.0
1224.0,24.0
1225.0,24.0
1226.0,22.70116629775821
1227.0,23.600787862434412
1228.0,24.0
1229.0,24.0
1230.0,24.0
1231.0,24.0
1232.0,24.0
1233.0,22.82557496069218
1234.0,22.886566035891953
1235.0,24.0
1236.0,23.573242035578858
1237.0,24.0
1238.0,23.349008288812662
1239.0,22.92544388354721
1240.0,22.197719562433477
1241.0,23.052107787097544
1242.0,24.0
1243.0,22.800946097629396
1244.0,24.0
1245.0,22.767734995954253
1246.0,24.0
1247.0,23.109671023201937
1248.0,24.0
1249.0,24.0
1250.0,24.0
1251.0,23.20206086351461
1252.0,22.743032912355478
1253.0,23.255826097371294
1254.0,21.661846426835385
1255.0,24.0
1256.0,23.442952097799413
1257.0,23.562552818017124
1258.0,23.854941115967872
1259.0,24.0
1260.0,22.699004709688857
1261.0,23.459780128519125
1262.0,23.978391902308747
1263.0,23.473387718059882
1264.0,23.75452821800389
1265.0,24.0
1266.0,23.79102363815019
1267.0,23.113704941316144
1268.0,24.0
1269.0,22.995494352087405
1270.0,23.022998769587765
1271.0,24.0
1272.0,23.68998351234285
1273.0,23.419681003670263
1274.0,23.942195980415924
1275.0,24.0
1276.0,22.510439419412876
1277.0,22.863807410956696
1278.0,23.157400091747206
1279.0,24.0
1280.0,24.0
1281.0,24.0
1282.0,24.0
1283.0,21.443863191523633
1284.0,24.0
1285.0,24.0
1286.0,24.0
1287.0,24.0
1288.0,23.94651254997826
1289.0,22.011763044660277
1290.0,23.46410472091985
1291.0,24.0
1292.0,24.0
1293.0,23.273000354338052
1294.0,22.89250541896719
1295.0,24.0
1296.0,24.0
1297.0,23.570720119248847
1298.0,24.0
1299.0,23.74199655801789
1300.0,23.131093549331883
1301.0,23.09831273529989
1302.0,23.37338742014519
1303.0,23.723758867586117
1304.0,23.234725689353414
1305.0,24.0
1306.0,24.0
1307.0,24.0
1308.0,23.332396386387344
1309.0,22.263237419642014
1310.0,24.0
1311.0,23.52555098472638
1312.0,22.94937770161788
1313.0,24.0
1314.0,24.0
1315.0,24.0
1316.0,23.743058830801278
1317.0,23.582472048717296
1318.0,23.31606817289477
1319.0,22.36183950095922
1320.0,23.758103374654763
1321.0,24.0
1322.0,23.859657634584035
1323.0,24.0
1324.0,23.173269459957247
1325.0,23.520473967704138
1326.0,23.25604898663933
1327.0,23.875554941978912
1328.0,23.69574980920508
1329.0,23.92508405172927
1330.0,23.050820956553512
1331.0,23.771477124428824
1332.0,24.0
1333.0,24.0
1334.0,24.0
